service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
118;Maipu;Mall Plaza Vespucio;4;PI528-PI529-PI1350-PI89-PI90-PI91-PI92-PI93-PI94-PI95-PI96-PI97-PI98-PI99-PI100-PI101-PI1792-PI102-PI103-PI1816-PI105-PI106-PI1367-PI1368-PI1369-PI1370-PI112-PI114-PI115-PI116-PI355-PI356-PI357-PH283-PH284-PH285-PH286-PH287-PG389-PG391-PG264-PG212-PG213-PG214-PG215-PG216-PG217-PG218-PG219-PE173-PE174-PE175-PE176-PE177-PE178-PE179-PE180-PE181-PE182-PE183-PE193-PE184-PE1333-PE1332-PE1334-PE4-PE5-PE1410-PE1411-PE35-PE1412-PE43-PE840-PE44-PE45-PE46-PE47-PE48-PE1300-PE50-PE51-PE38-PE40;PE42-PE52-PE53-PE54-PE55-PE1265-PE57-PE58-PE59-PE60-PE841-PE61-PE62-PD146-PE1501-PE158-PE159-PE1296-PE160-PE161-PE162-PE163-PE164-PE165-PE166-PE167-PE168-PE169-PE170-PE171-PE172-PG197-PG198-PG199-PG200-PG201-PG202-PG203-PG406-PG407-PG408-PG409-PH288-PH289-PH578-PH290-PH292-PI358-PI359-PI360-PI361-PI139-PI1314-PI141-PI142-PI1372-PI144-PI145-PI146-PI148-PI149-PI150-PI151-PI152-PI153-PI154-PI155-PI156-PI157-PI158-PI159-PI160-PI161-PI513-PI162-PI163-PI164-PI165-PI166-PI1578-PI564;Sábado-05:30-23:45/Lunes a Viernes-05:30-23:45/Domingo y Festivos-05:30-23:30;Lunes a Viernes-05:30-23:45/Sábado-05:30-23:45/Domingo y Festivos-05:30-23:30
119;Mapocho;Lo Espejo;4;PA354-PA424-PA271-PA272-PA273-PA274-PA275-PA276-PA277-PA279-PA280-PA281-PA282-PA283-PA284-PA285-PA286-PH293-PH294-PH295-PH296-PH297-PH298-PH299-PH300-PH301-PH302-PH303-PH304-PH305-PH1452-PH306-PH307-PH308-PH309-PH310-PH1496-PH1497-PH288-PH289-PH290-PH356-PH68-PH311-PH312-PH313-PH803-PH237-PG1635-PG1707-PG1704;PG1703-PG1705-PG1706-PG422-PH315-PH316-PH317-PH1476-PH287-PG268-PG269-PG270-PH318-PH319-PH320-PH321-PH322-PH800-PH323-PH324-PH325-PH326-PH327-PH328-PH329-PH330-PH331-PH332-PH333-PH334-PH335-PA287-PA9-PA10-PA695-PA11-PA12-PA289-PA291-PA292-PA293-PA294-PA817-PA295-PA296-PA297-PA726-PA425-PA352-PA601-PA221-PA353;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59
120;Renca;(M) La Cisterna;4;PB60-PB1066-PB1067-PB1569-PB1068-PB1069-PB1070-PB1071-PB1072-PB64-PB65-PB66-PB67-PB68-PB69-PB70-PB71-PB72-PB73-PB74-PB75-PJ36-PJ37-PJ38-PJ1774-PJ454-PJ455-PJ41-PJ42-PJ43-PJ44-PI65-PI66-PI67-PI68-PI69-PI70-PI71-PI72-PI73-PH581-PH52-PH53-PH54-PH55-PH56-PH57-PH58-PH59-PH60-PH61-PH62-PH63-PH64-PH65-PH66-PH67-PH285-PH287-PG389-PG391-PG264;PG406-PG407-PG408-PG409-PH288-PH289-PH578-PH290-PH76-PH77-PH78-PH79-PH80-PH81-PH82-PH83-PH84-PH85-PH86-PH87-PH88-PH89-PH90-PH91-PH92-PH93-PI75-PI76-PI77-PI78-PI79-PI80-PI81-PI82-PI83-PI84-PJ45-PJ591-PJ47-PJ48-PJ49-PJ50-PB76-PB77-PB78-PB79-PB80-PB81-PB82-PB83-PB84-PB85-PB86-PB1709-PB87-PB1091-PB1092-PB1093-PB1094-PB1095-PB1096-PB1097-PB91;Domingo y Festivos-05:30-23:30/Sábado-05:30-23:30/Lunes a Viernes-05:30-23:40;Lunes a Viernes-05:30-23:40/Domingo y Festivos-05:33-23:30/Sábado-05:30-23:30
121;Mapocho;Lo Espejo;4;PA354-PA214-PA305-PA307-PA308-PA309-PA310-PA724-PA311-PA312-PA272-PA273-PA274-PA275-PA276-PA313-PA314-PA315-PA316-PA286-PH293-PH336-PH337-PH338-PH339-PH340-PH341-PH342-PH343-PH344-PH345-PH346-PH347-PH255-PH349-PH1478-PH1516-PH60-PH61-PH62-PH63-PH64-PH65-PH66-PH352-PH353-PH354-PH355-PH356-PH68-PH801-PH795-PH1479-PH358-PG421-PG1635-PG1707-PG1704;PG1703-PG1705-PG1706-PH72-PH1527-PH1487-PH1488-PH74-PH75-PH1513-PH76-PH554-PH361-PH364-PH704-PH78-PH79-PH80-PH81-PH83-PH84-PH365-PH366-PH367-PH368-PH369-PH370-PH371-PH372-PH373-PH374-PH375-PH376-PH377-PH378-PH379-PH380-PH381-PH107-PH335-PA691-PA690-PA673-PA318-PA319-PA320-PA321-PA322-PA291-PA292-PA293-PA294-PA817-PA295-PA296-PA323-PA324-PA600-PA226-PA601-PA221-PA353;Domingo y Festivos-05:30-23:48/Sábado-05:30-23:48/Lunes a Viernes-05:30-23:48;Domingo y Festivos-05:30-23:48/Sábado-05:30-23:48/Lunes a Viernes-05:30-23:49
125;(M) U. De Chile;Lo Espejo;4;PA344-PA345-PA184-PA233-PA35-PA36-PA37-PA38-PA39-PH104-PH1473-PH105-PH106-PH107-PA659-PA574-PA573-PH108-PI73-PH581-PH52-PH53-PH54-PH55-PH56-PH57-PH58-PH59-PH60-PH61-PH62-PH63-PH64-PH65-PH66-PH67-PH356-PH68-PH801-PH795-PH1479-PG421-PG1635-PG1707-PG1704;PG1634-PG1632-PG1631-PH472-PH73-PH796-PH74-PH75-PH1513-PH76-PH77-PH78-PH79-PH80-PH81-PH82-PH83-PH84-PH85-PH86-PH87-PH88-PH89-PH90-PH91-PH92-PH93-PH94-PH95-PH96-PH97-PH1472-PH98-PH99-PH100-PH101-PA17-PA18-PA235-PA236-PA237-PA238-PA239-PA240-PA80-PA675-PA166-PA339;Domingo y Festivos-05:30-22:50/Lunes a Viernes-05:30-22:59/Sábado-05:30-22:45;Domingo y Festivos-05:30-22:50/Lunes a Viernes-05:30-22:59/Sábado-05:30-22:45
126;(M) Manuel Montt;La Higuera;4;PC38-PC39-PC40-PC41-PC42-PC43-PC44-PD108-PD109-PD110-PD429-PD112-PD113-PD114-PD528-PD529-PD83-PD84-PD63-PD64-PD65-PD66-PD67-PD68-PD1449-PD69-PD70-PD71-PD72-PD73-PD1417-PD74-PD130-PE1410-PE1411-PE35-PE1412-PE43-PE840-PE44-PE45-PE46-PE47-PE48-PE1300-PE50-PE51-PE38-PE40-PE41-PE503-PE504-PE505-PE506;PE506-PE507-PE508-PE1485-PE1341-PE1339-PE42-PE52-PE53-PE54-PE55-PE1265-PE57-PE58-PE59-PE60-PE841-PE61-PE62-PD146-PD1374-PD85-PD147-PD87-PD148-PD149-PD88-PD89-PD1428-PD90-PD91-PD92-PD93-PD94-PD95-PD96-PD97-PD98-PD161-PD162-PD163-PD164-PD165-PD166-PD167-PD168-PC45-PC46-PC47-PC48-PC49-PC50-PC51-PC1221-PC38;Lunes a Viernes-06:30-20:22;Lunes a Viernes-06:00-20:18
201;Mall Plaza Norte;San Bernardo;5;PB241-PB184-PB185-PB242-PB186-PB187-PB188-PB251-PB190-PB191-PB1707-PB193-PB194-PB195-PB196-PB259-PB198-PB199-PB200-PB201-PB202-PB203-PB264-PB265-PB205-PB206-PB268-PB269-PB209-PB210-PA48-PA49-PA50-PA51-PA52-PA53-PA30-PA31-PA54-PA55-PA627-PA56-PA57-PA58-PA694-PA60-PA61-PA62-PH110-PH111-PH112-PH113-PH114-PH115-PH117-PH118-PH119-PH120-PH121-PH122-PH123-PG1-PG2-PG3-PG4-PG5-PG6-PG7-PG8-PG9-PG10-PG11-PG12-PG13-PG14-PG15-PG16-PG17-PG18-PG19-PG20-PG21-PG22-PG23-PG24-PG25-PG26-PG27-PG28-PG29-PG30-PG31-PG32-PG690-PG1204-PG1580;PG1581-PG1219-PG529-PG36-PG37-PG38-PG39-PG40-PG41-PG43-PG44-PG45-PG46-PG47-PG48-PG49-PG50-PG51-PG52-PG53-PG54-PG55-PG56-PG57-PG58-PG59-PG61-PG62-PG63-PG64-PG65-PG66-PG67-PG68-PG69-PH124-PH125-PH126-PH127-PH128-PH129-PH130-PH131-PH132-PH133-PH134-PH135-PA63-PA64-PA65-PA66-PA67-PA68-PA69-PA70-PA72-PA717-PA212-PA720-PA218-PA718-PA719-PA87-PB211-PB212-PB213-PB221-PB277-PB278-PB1645-PB280-PB281-PB227-PB283-PB1708-PB285-PB286-PB232-PB233-PB234-PB290-PB236-PB237-PB1491-PB243-PB1564-PB1626-PB240;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59;Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59
201e;Mall Plaza Norte;San Bernardo;5;PB241-PB184-PB185-PB242-PB186-PB188-PB190-PB193-PB195-PB196-PB198-PB203-PB205-PB206-PB209-PA48-PA78-PA652-PH136-PG1594-PG1731-PG72-PG73-PG74-PB1546-PG76-PG77-PG78-PG30-PG31-PG32-PG690-PG1204-PG1580;PG1581-PG1219-PG529-PG36-PG38-PG79-PG80-PG81-PG82-PG83-PG84-PG85-PG86-PG1765-PG1762-PG88-PG1593-PH137-PA80-PA81-PA82-PA193-PA265-PA87-PB212-PB1645-PB281-PB227-PB1708-PB232-PB233-PB236-PB237-PB1491-PB243-PB1564-PB240-PB244-PB245-PB1108-PB1610;Sábado-05:30-22:48/Domingo y Festivos-09:30-22:48/Lunes a Viernes-05:30-23:48;Lunes a Viernes-05:30-23:48/Sábado-05:30-22:48/Domingo y Festivos-09:30-22:48
202c;El Cortijo;Mapocho;5;PB833-PB834-PB835-PB836-PB837-PB838-PB839-PB840-PB841-PB842-PB843-PB711-PB194-PB195-PB196-PB259-PB198-PB199-PB200-PB201-PB202-PB203-PB264-PB265-PB205-PB206-PB268-PB269-PB209-PB1276-PA84;PA87-PB211-PB212-PB213-PB221-PB277-PB278-PB1645-PB280-PB281-PB227-PB283-PB690-PB691-PB692-PB890-PB891-PB892-PB893-PB894-PB895-PB896-PB897-PB898;Lunes a Viernes-17:30-21:24/Lunes a Viernes-06:30-08:25;Lunes a Viernes-17:30-21:24/Lunes a Viernes-06:30-08:25
203;Huechuraba;La Pintana;5;PB1607-PB292-PB293-PB294-PB295-PB296-PB297-PB298-PB299-PB300-PB1369-PB301-PB302-PB303-PB304-PB305-PB1728-PB306-PB307-PB308-PB309-PB310-PB311-PB312-PB313-PB314-PB315-PB316-PB317-PB318-PA88-PA195-PA763-PA91-PA92-PA93-PA94-PA95-PA96-PA97-PA98-PA99-PA819-PH138-PH139-PH140-PH141-PH142-PH143-PH144-PH145-PH146-PH147-PH148-PH149-PG90-PG91-PG92-PG93-PG94-PG116-PG254-PE1294-PG97-PG1611-PG1617-PG1464-PG100-PG101-PG102-PG103-PG1129-PG1130-PG1131-PG1132-PG301-PG1267-PG1268-PG1269-PG1673-PG572-PG573-PG574-PG575-PG576-PG577-PG578-PG150-PG151-PG152-PG153-PG1761-PG1757-PG1756;PG1779-PG950-PG233-PG159-PG160-PG161-PG628-PG629-PG630-PG631-PG632-PG633-PG634-PG635-PG636-PG1239-PG1240-PG312-PG313-PG1083-PG1084-PG1085-PG334-PG104-PG105-PG106-PG107-PG108-PG109-PG110-PE63-PE71-PE112-PE113-PE114-PE66-PE67-PE68-PE69-PE70-PH150-PH151-PH152-PH153-PH154-PH155-PH156-PH157-PH158-PH159-PH160-PH161-PA100-PA101-PA102-PA103-PA104-PA105-PA106-PA107-PA108-PA109-PA111-PA112-PA113-PB159-PB161-PB162-PB163-PB319-PB320-PB321-PB322-PB323-PB324-PB325-PB326-PB327-PB1729-PB328-PB329-PB330-PB331-PB332-PB333-PB334-PB335-PB336-PB337-PB338-PB339-PB340-PB1605-PB341-PB1558;Lunes a Viernes-05:30-00:45/Domingo y Festivos-05:30-00:45/Sábado-05:30-00:45;Sábado-05:30-00:45/Domingo y Festivos-05:30-00:45/Lunes a Viernes-05:30-00:45
203e;Huechuraba;La Pintana;5;PA88-PA763-PA91-PA93-PA95-PA96-PA99-PH138-PH142-PH146-PH149-PG92-PG116-PG97-PG1611-PG1617-PG1464-PG100-PG103-PG1129-PG1132-PG301-PG1268-PG572-PG575-PG578-PG152-PG1761-PG1757-PG1756;PG1779-PG950-PG159-PG161-PG629-PG632-PG634-PG636-PG1240-PG313-PG1085-PG105-PG107-PG110-PE63-PE71-PE114-PE68-PH150-PH153-PH157-PH161-PA101-PA104-PA105-PA107-PA109-PA156-PA114-PA160;Lunes a Viernes-06:30-08:25/Lunes a Viernes-17:30-21:24;Lunes a Viernes-17:30-21:24/Lunes a Viernes-06:30-08:25
204;Alameda;Gabriela;5;PA115-PA116-PA117-PA118-PA119-PA120-PA121-PA122-PA123-PA124-PA125-PA126-PH162-PH163-PH172-PH164-PH165-PH166-PH167-PH168-PH169-PH170-PH171-PH1451-PH173-PE72-PE73-PE1347-PE1348-PE75-PE76-PE77-PE78-PE79-PE1352-PE80-PE81-PE82-PE83-PE84-PE85-PE86-PE87-PE1320-PE88-PE89-PE90-PF51-PF52-PF53-PF54-PF55-PF56-PF57-PF58-PF59-PF60;PF62-PF63-PF843-PF64-PF65-PF66-PF67-PF68-PF69-PE91-PE92-PE1384-PE93-PE94-PE95-PE96-PE97-PE222-PE98-PE99-PE100-PE101-PE661-PE1349-PE103-PE104-PE105-PE106-PE107-PE108-PE109-PE110-PE111-PH50-PH51-PH174-PH175-PH176-PH177-PH178-PH179-PH180-PH181-PH182-PA127-PA128-PA129-PA130-PA131-PA132-PA133-PA134-PA135-PA136-PA137-PA115;Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59
204N;Alameda;Gabriela;5;PA115-PA116-PA117-PA118-PA119-PA120-PA121-PA122-PA123-PA124-PA125-PA126-PH162-PH163-PH172-PH164-PH165-PH166-PH167-PH168-PH169-PH170-PH171-PH1451-PH173-PE72-PE73-PE1347-PE1348-PE75-PE76-PE77-PE78-PE79-PE370-PE371-PE372-PE373-PE374-PE193-PE126-PE525-PE1276-PE190-PE191-PE192-PE884-PE83-PE84-PE85-PE86-PE87-PE1320-PE88-PE89-PE90-PF51-PF52-PF53-PF54-PF55-PF56-PF57-PF58-PF59-PF60;PF62-PF63-PF843-PF64-PF65-PF66-PF67-PF68-PF69-PE91-PE92-PE1384-PE93-PE94-PE95-PE96-PE97-PE222-PE98-PE99-PE100-PE181-PE182-PE183-PE193-PE425-PE426-PE1301-PE427-PE428-PE429-PE1349-PE103-PE104-PE105-PE106-PE107-PE108-PE109-PE110-PE111-PH50-PH51-PH174-PH175-PH176-PH177-PH178-PH179-PH180-PH181-PH182-PA127-PA128-PA129-PA130-PA131-PA132-PA133-PA134-PA135-PA136-PA137-PA115;;
204e;Alameda;Gabriela;5;PA115-PA118-PA121-PA123-PH162-PH164-PH166-PH168-PH171-PH173-PE73-PE75-PE79-PE80-PE81-PE83-PE85-PE87-PE89-PE90-PF54-PF56-PF59-PF60;PF62-PF64-PF66-PE91-PE92-PE94-PE96-PE98-PE100-PE101-PE1349-PE106-PE107-PE109-PE111-PH51-PH176-PH178-PH180-PH182-PA130-PA132-PA135-PA137-PA115;Lunes a Viernes-17:30-21:20/Lunes a Viernes-06:30-08:24;Lunes a Viernes-06:30-08:24/Lunes a Viernes-17:30-21:20
205;Santiago;Puente Alto;5;PA138-PA116-PA137-PA663-PA139-PA140-PA141-PA142-PA143-PA144-PA145-PH1646-PH183-PH184-PH185-PH186-PH187-PH188-PH189-PH190-PH191-PH192-PH193-PH194-PG111-PG112-PG113-PG114-PG115-PG1616-PG96-PG117-PG1618-PG1127-PG99-PG1664-PG1667-PG120-PG1658-PG174-PG124-PG125-PG126-PG127-PG128-PF70-PF71-PF72-PF852-PF73-PF74-PF75-PF76-PF77-PF78-PF79-PF80-PF81-PF83-PF84-PF85-PF86-PF87-PF88-PF89;PF93-PF94-PF95-PF96-PF97-PF98-PF99-PF100-PF101-PF102-PF103-PF105-PF106-PF853-PF107-PF108-PF109-PF110-PF111-PF112-PF113-PG129-PG130-PG131-PG132-PG133-PG134-PG135-PG137-PG1666-PG1662-PE1312-PE1313-PE1311-PE64-PE65-PE115-PE116-PE117-PE118-PE119-PH195-PH196-PH197-PH198-PH199-PH200-PH201-PH202-PH203-PH204-PH205-PH206-PA146-PA147-PA148-PA149-PA150-PA151-PA152-PA153-PA154-PA138;Sábado-05:30-00:40/Domingo y Festivos-05:30-00:40/Lunes a Viernes-05:30-00:40;Lunes a Viernes-05:30-00:40/Sábado-05:30-00:40/Domingo y Festivos-05:30-00:40
205e;Santiago;Puente Alto;5;PA138-PA139-PA141-PA142-PA145-PH1646-PH187-PH191-PG111-PG115-PG1616-PG117-PG1127-PG99-PG1667-PG1658-PG174-PG124-PG126-PF71-PF852-PF74-PF78-PF81-PF83-PF85-PF88-PF89;PF94-PF95-PF97-PF99-PF101-PF105-PF108-PF109-PF111-PG130-PG132-PG133-PG135-PG137-PG1662-PE1312-PE1311-PE65-PE115-PE119-PH198-PH202-PH206-PA147-PA150-PA151-PA153-PA138;Lunes a Viernes-06:32-08:27/Lunes a Viernes-17:33-21:21;Lunes a Viernes-17:33-21:21/Lunes a Viernes-06:32-08:27
206;Centro;La Pintana;5;PA88-PA195-PA763-PA91-PA92-PA663-PA93-PA94-PA95-PA96-PA97-PA98-PA99-PA819-PH138-PH139-PH140-PH141-PH142-PH143-PH144-PH145-PH146-PH147-PH148-PH149-PG90-PG91-PG92-PG93-PG94-PG95-PG254-PE1294-PG97-PG1127-PG99-PG1664-PG1667-PG120-PG141-PG142-PG221-PG1699-PG1688-PG616-PG617-PG618-PG619-PG620-PG621-PG622-PG623-PG624-PG625-PG1172-PG1670-PG1280-PG1281-PG1761-PG1757-PG1756;PG1779-PG950-PG1756-PG1347-PG1348-PG1185-PG1186-PG1187-PG581-PG582-PG583-PG584-PG585-PG586-PG587-PG588-PG589-PG1279-PG1722-PG170-PG171-PG136-PG1657-PG138-PG139-PE63-PE71-PE112-PE113-PE114-PE66-PE67-PE68-PE69-PE70-PH150-PH151-PH152-PH153-PH154-PH155-PH156-PH157-PH158-PH159-PH160-PH161-PA100-PA101-PA102-PA103-PA104-PA105-PA106-PA107-PA108-PA156-PA114-PA159-PA160;Lunes a Viernes-05:30-00:45/Domingo y Festivos-05:30-00:45/Sábado-05:30-00:45;Domingo y Festivos-05:30-00:45/Lunes a Viernes-05:30-00:45/Sábado-05:30-00:45
206e;Centro;La Pintana;5;PA88-PA763-PA91-PA93-PA95-PA96-PA99-PH138-PH142-PH146-PH149-PG92-PG95-PG97-PG1127-PG99-PG1667-PG221-PG1699-PG1688-PG616-PG620-PG623-PG625-PG1670-PG1281-PG1757-PG1756;PG1779-PG950-PG1756-PG1348-PG1187-PG582-PG585-PG589-PG171-PG1657-PG139-PE63-PE71-PE114-PE68-PH150-PH153-PH157-PH161-PA101-PA104-PA105-PA107-PA156-PA114-PA160;Lunes a Viernes-17:30-21:18/Lunes a Viernes-06:30-08:20;Lunes a Viernes-17:30-21:18/Lunes a Viernes-06:30-08:22
207e;Mapocho;La Pintana;5;PA158-PA763-PA91-PA139-PA141-PA142-PA145-PH1646-PH187-PH191-PG111-PG115-PG1616-PG117-PG1619-PG1257-PG119-PG122-PG123-PG176-PG177-PG181-PG183-PG185-PG187-PG188-PG1918-PF1110-PF1124;PF1125-PF1122-PG1655-PF1123-PF114-PF587-PF116-PF1120-PF121-PG193-PG194-PG133-PG134-PG135-PG137-PG1662-PE1312-PE1311-PE65-PE115-PE119-PH198-PH202-PH206-PA147-PA150-PA151-PA153-PA156-PA114-PA161;Lunes a Viernes-06:30-08:20/Lunes a Viernes-17:30-22:48;Lunes a Viernes-17:30-22:48/Lunes a Viernes-06:30-08:20
208;Huechuraba;Centro;5;PB1607-PB292-PB293-PB294-PB295-PB296-PB297-PB298-PB299-PB300-PB1369-PB301-PB302-PB303-PB304-PB305-PB1728-PB306-PB307-PB308-PB309-PB310-PB311-PB312-PB313-PB314-PB315-PB316-PB317-PB318-PA88-PA195-PA763-PA91;PA109-PA111-PA112-PA113-PB159-PB161-PB162-PB163-PB319-PB320-PB321-PB322-PB323-PB324-PB325-PB326-PB327-PB1729-PB328-PB329-PB330-PB331-PB332-PB333-PB334-PB335-PB336-PB337-PB338-PB339-PB340-PB1605-PB341-PB1558;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59;Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59
208c;Huechuraba;(M) Zapadores;5;PB1607-PB292-PB293-PB294-PB295-PB296-PB297-PB298-PB299-PB300-PB1369-PB301-PB302-PB303-PB1639;PB1548-PB330-PB331-PB332-PB333-PB334-PB335-PB336-PB337-PB338-PB339-PB340-PB1605-PB341-PB1558;Lunes a Viernes-17:30-22:52/Lunes a Viernes-06:30-09:20;Lunes a Viernes-06:30-09:20/Lunes a Viernes-17:30-22:52
209;Alameda;El Volcan;5;PA138-PA116-PA137-PA663-PA139-PA140-PA141-PA142-PA143-PA144-PA145-PH1646-PH183-PH184-PH185-PH186-PH187-PH188-PH189-PH190-PH191-PH192-PH193-PH194-PG111-PG112-PG113-PG114-PG115-PG1616-PG96-PG117-PG1618-PG1619-PG1257-PG118-PG119-PG121-PG122-PG123-PG175-PG176-PG177-PG178-PG179-PG180-PG181-PG182-PF234-PF235-PF236-PF237-PF238-PF239-PF577-PF578-PF579-PF580-PF581;PF920-PF940-PF469-PF885-PF470-PF921-PF946-PF533-PF534-PF535-PF228-PF229-PF230-PF231-PF232-PF233-PF120-PF121-PG190-PG191-PG192-PG193-PG194-PG195-PG133-PG134-PG135-PG137-PG1666-PG1662-PE1312-PE1313-PE1311-PE64-PE65-PE115-PE116-PE117-PE118-PE119-PH195-PH196-PH197-PH198-PH199-PH200-PH201-PH202-PH203-PH204-PH205-PH206-PA146-PA147-PA148-PA149-PA150-PA151-PA152-PA153-PA154-PA138;Sábado-05:30-00:45/Domingo y Festivos-05:30-00:45/Lunes a Viernes-05:30-00:45;Domingo y Festivos-05:30-00:45/Sábado-05:30-00:45/Lunes a Viernes-05:00-00:45
209e;Alameda;El Volcan;5;PA138-PA139-PA141-PA142-PA145-PH1646-PH187-PH191-PG111-PG115-PG1616-PG117-PG1619-PG1257-PG119-PG122-PG123-PG176-PG177-PG181-PF234-PF239-PF578-PF580;PF920-PF940-PF885-PF946-PF534-PF228-PF233-PF121-PG193-PG194-PG133-PG134-PG135-PG137-PG1662-PE1312-PE1311-PE65-PE115-PE119-PH198-PH202-PH206-PA147-PA150-PA151-PA153-PA138;Lunes a Viernes-17:30-22:47/Lunes a Viernes-06:30-08:18;Lunes a Viernes-17:30-22:47/Lunes a Viernes-06:30-08:18
210;Estacion Central;Puente Alto;5;PI1585-PI339-PI340-PI341-PI440-PI1814-PA163-PA336-PA337-PA215-PA167-PA168-PA169-PA170-PA171-PA172-PA174-PA176-PA177-PA823-PA179-PA181-PH207-PH208-PH209-PH210-PD1612-PH212-PH213-PH214-PH215-PH216-PH217-PE121-PE122-PE123-PE125-PE1492-PE126-PE127-PE128-PE129-PE130-PE131-PE132-PE133-PE134-PE135-PE136-PE137-PE138-PF169-PF122-PF123-PF758-PF125-PF79-PF80-PF81-PF83-PF84-PF85-PF86-PF87-PF88-PF89;PF93-PF126-PF95-PF96-PF97-PF98-PF99-PF100-PF101-PF102-PF103-PF104-PF759-PF127-PF128-PF129-PF130-PE140-PE141-PE142-PE143-PE144-PE145-PE146-PE147-PE148-PE149-PE150-PE151-PE152-PE1490-PE155-PE156-PE1498-PD193-PD194-PD195-PD196-PD197-PD198-PD200-PD201-PD1608-PD202-PD203-PD204-PD205-PD206-PD1607-PD209-PC82-PC84-PC86-PA42-PA182-PA183-PA184-PA185-PA187-PA186-PA16-PI344-PI345-PI449-PI471;Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59
210v;Estacion Central;Puente Alto;5;PI1585-PI339-PI340-PI341-PI440-PI1814-PA163-PA336-PA337-PA215-PA167-PA168-PA169-PA170-PA171-PA172-PA174-PA176-PA177-PA823-PA179-PA181-PH207-PH208-PH209-PH210-PD1612-PH212-PH213-PH214-PH215-PH216-PH217-PE121-PE122-PE123-PE125-PE1492-PE126-PE127-PE128-PE129-PE130-PE131-PE132-PE133-PE134-PE135-PE136-PE888-PE642-PE643-PE644-PE337-PE338-PE1486-PF1103-PF1104-PF451-PF452-PF453-PF454-PF455-PF456-PF457-PF331-PF332-PF333-PF334-PF335-PF927-PF928-PF880-PF879;PF1106-PF1105-PF16-PF1008-PF342-PF343-PF344-PF345-PF431-PF432-PF433-PF874-PF435-PF436-PF437-PF438-PF480-PF1101-PF1100-PE340-PE341-PE342-PE343-PE598-PE599-PE887-PE141-PE142-PE143-PE144-PE145-PE146-PE147-PE148-PE149-PE150-PE151-PE152-PE1490-PE155-PE156-PE1498-PD193-PD194-PD195-PD196-PD197-PD198-PD200-PD201-PD1608-PD202-PD203-PD204-PD205-PD206-PD1607-PD209-PC82-PC84-PC86-PA42-PA182-PA183-PA184-PA185-PA187-PA186-PA16-PI344-PI345-PI449-PI471;;Domingo y Festivos-05:30-23:48/Sábado-05:30-23:45/Lunes a Viernes-05:30-23:40/Lunes a Viernes-05:30-23:40/Domingo y Festivos-05:30-23:48/Sábado-05:30-23:45
211;La Florida;Nos;5;PD210-PE158-PE159-PE160-PE161-PE162-PE163-PE164-PE165-PE166-PE167-PE168-PE169-PE170-PE171-PE172-PG197-PG198-PG199-PG200-PG201-PG202-PG203-PG204-PG9-PG10-PG11-PG12-PG13-PG14-PG15-PG16-PG17-PG18-PG19-PG20-PG21-PG22-PG23-PG24-PG25-PG26-PG27-PG28-PG29-PG30-PG31-PG32-PG33-PG205-PG206-PG903-PG904-PG905-PG748-PG749-PG1895-PG1636-PG697-PG698-PG699-PG700-PG1763-PG1745-PG702-PG703-PG1605-PG1702;PG1607-PG1615-PG1574-PG728-PG729-PG1764-PG730-PG731-PG732-PG1637-PG1894-PG808-PG809-PG810-PG916-PG917-PG207-PG208-PG209-PG210-PG211-PG37-PG38-PG39-PG40-PG41-PG43-PG44-PG45-PG46-PG47-PG48-PG49-PG50-PG51-PG52-PG53-PG54-PG55-PG56-PG57-PG58-PG59-PG1573-PG212-PG213-PG214-PG215-PG216-PG217-PG218-PG219-PE173-PE174-PE175-PE176-PE177-PE178-PE179-PE180-PE181-PE182-PE183-PE193-PE184-PE185-PE186-PD210;Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59
