CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
94768;Fullcarga;ELSA  ;BLANCO ENCALADA 1991;SANTIAGO;;345508;6296831;-70.66232758;-33.45671274
94773;Fullcarga;BERNARDITA;GENERAL URRUTIA 319;SAN BERNARDO;;341790;6279101;-70.70545125799887;-33.616014121875956
94774;Fullcarga;EL MAX;SANTA ROSA 13830;LA PINTANA;;348976;6281788;-70.62755976;-33.59283089
94775;Fullcarga;ALEDANY;AV. PORTALES ORIENTE 1611;SAN BERNARDO;;342794;6279740;-70.69451453;-33.6104006
94781;Fullcarga;LI;RIO BACKER 1251 ;SAN BERNARDO;;344562;6282023;-70.67506664;-33.59007719
94782;Fullcarga;M Y R;LAS TORRES 3364;RECOLETA;;348737;6303626;-70.6264526962713;-33.3959118090426
94849;Fullcarga;CLAUDIA BATRIZ VALLADARES HANISCH;NUEVA PROVIDENCIA FRENTE 2303;PROVIDENCIA;;350603;6300884;-70.6074227156952;-33.421296252803
94851;Fullcarga;PESTAÑITA;MANUEL SANCHEZ 4043;MACUL;;352341;6294875;-70.5897239;-33.47571789
94898;Fullcarga;JUMBITO 2.0;SAN FRANCISCO 3508;SAN MIGUEL;;347183;6293497;-70.6454545959596;-33.4874171212121
94901;Fullcarga;SAN DANIEL;EDUARDO FREI MONTALVA 03953;LO ESPEJO;;342122;6290128;-70.7005045;-33.5170506666666
94903;Fullcarga;LA MARITA;MILLANTU 526;QUILICURA;;339206;6308441;-70.72860221;-33.35150993
94904;Fullcarga;VANESSA - LA REINA;SIMON BOLIVAR 7347;LA REINA;;355539;6298306;-70.5547611111111;-33.4452144444445
94905;Fullcarga;A Y E;FREIRE 660;QUILICURA;;337944;6306327;-70.7425489285714;-33.3703854166667
94907;Fullcarga;MARTIN - LA FLORIDA;AV. TRINIDAD ORIENTE 736;LA FLORIDA;;353550;6286964;-70.57801498;-33.54720419
94912;Fullcarga;AFY;LORELEY 107 ;LA REINA;;355209;6297638;-70.5584236666667;-33.4511978333333
94913;Fullcarga;ALMACEN - EL BOSQUE;LOS ZAFIROS 11381;EL BOSQUE;;345978;6284377;-70.65942340063367;-33.569180714785446
94914;Fullcarga;CASIMILA;PIO BAROJA 11110;LA PINTANA;;348429;6284897;-70.63350628;-33.56513115
94916;Fullcarga;LUIS DAVID;BUZETA 4478;CERRILLOS;;342759;6294010;-70.69296387;-33.48214661
94919;Fullcarga;AMERICAN;ANDRES BELLO  2800;LAS CONDES;;350891;6301830;-70.6041716069737;-33.4128032899123
94923;Fullcarga;DON BOSCO;10 DE JULIO 109;SANTIAGO;;348314;6297502;-70.63259874;-33.45146932
94928;Fullcarga;COMERCIAL TRIMED LTDA;JOSE MANUEL INFANTE5 584;PROVIDENCIA;;349208;6299112;-70.6221527156139;-33.43679122450598
94944;Fullcarga;JANET;CHACABUCO 49;SANTIAGO;;344115;6297847;-70.6777099590345;-33.4477552460115
94945;Fullcarga;ARCELISA;ERASMO ESCALA 3171 ;SANTIAGO;;344080;6298009;-70.6780497579839;-33.4462865184714
94946;Fullcarga;D ALEXSANDER;SANTO DOMINGO 2899;SANTIAGO;;344284;6298928;-70.67569718;-33.43802686
94956;Fullcarga;ANITA - RENCA;LOS SAUCES 3450;RENCA;;342862;6302806;-70.6903187878788;-33.4028620707071
94964;Fullcarga;LAS 5 DELICIAS;CURACO DE VELEZ 4111;PUENTE ALTO;;349274;6278209;-70.62553424;-33.62554286
94968;Fullcarga;ANNABELLA;RIO ITATA 772;LA PINTANA;;346439;6283740;-70.65456600753697;-33.57499075367999
94969;Fullcarga;ANTONIETA;ADOLFO IBANEZ 484;INDEPENDENCIA;;346016;6300271;-70.65684554;-33.42616848
94970;Fullcarga;JORGE;LEOPOLDO CASTERO 1079;QUILICURA;;339886;6306404;-70.7210926091172;-33.3695835720452
94971;Fullcarga;GEMA;SAN LUIS 694;QUILICURA;;337244;6306934;-70.7499609060602;-33.364804103555
94972;Fullcarga;SANDRA;PROFESOR DARIO SALAZAR 1776;CERRO NAVIA;;337767;6301376;-70.7453370689655;-33.4149910344828
94973;Fullcarga;COMERCIALIZADORA MASERVICIO LTDA;CONDELL 0884;SAN BERNARDO;;343682;6281157;-70.68470939364757;-33.59787434260488
94986;Fullcarga;DONDE PABLITO;YELCHO 67;SAN BERNARDO;;342075;6279553;-70.7028798;-33.6123827
94989;Fullcarga;CURICO;LIRA 1401;SANTIAGO;;348109;6296327;-70.6350070588236;-33.4620291176471
94991;Fullcarga;EBEN EZER - CERRILLOS;EL ESFUERZO 6220;CERRILLOS;;340834;6292797;-70.7138848229167;-33.4927958020833
94993;Fullcarga;CHRISTOPHER;PORTO ALEGRE 13185;LA PINTANA;;347911;6282511;-70.6394819618886;-33.5865636932571
94995;Fullcarga;EL NOGAL 7;EL NOGAL 8402;CERRO NAVIA;;336299;6297266;-70.7612928349999;-33.451420119
95008;Fullcarga;RINCONADA DEL SALTO;RINCONADA DEL SALTO CON AV RANQUE  FRENTE AL 571;HUECHURABA;;350094;6303913;-70.6123924219074;-33.3939166592926
95009;Fullcarga;JACQUES;DOMINGO SANTA MARIA 3044;RENCA;;343252;6301791;-70.6857343123939;-33.41178297961259
95012;Fullcarga;NICOL;MANIO 6489;LA GRANJA;;349818;6290027;-70.6176751639344;-33.5190765573771
95013;Fullcarga;JOCELIN;LA PARROQUIA 1237;SAN RAMON;;347255;6289762;-70.6453173529412;-33.5210934313725
95014;Fullcarga;PAOLA ;LAUREL 116;LA GRANJA;;349844;6290139;-70.61737676;-33.51806832
95015;Fullcarga;JUANA  ;RIO ITATA 9558;PUDAHUEL;;335240;6299789;-70.77222500420604;-33.42862950003115
95020;Fullcarga;GIOVANNA;16 NORTE 1940;MACUL;;350254;6293872;-70.611764277;-33.4840705394137
95021;Fullcarga;MARCELA;QUILIN 4100;MACUL;;352311;6293749;-70.59022664;-33.48586218
95025;Fullcarga;UNO MAS DOS;DAVID ARELLANO 2094;INDEPENDENCIA;;344639;6303016;-70.6711808333334;-33.4012233333333
95026;Fullcarga;LA FERIA;CALLE 1 NORTE 1706;CONCHALI;;343709;6305457;-70.6807542;-33.37908494
95027;Fullcarga;JUAN CARLOS - CONCHALI;PRINCIPAL 1419 B;CONCHALI;;344956;6305406;-70.6673558333333;-33.3797246666667
95035;Fullcarga;DON JULIO;TRANSITO 5702;QUINTA NORMAL;;340576;6299224;-70.71552334;-33.43481351
95036;Fullcarga;CHITO PLASMA;PROFESOR SARIO SALAZAR 1775 A;CERRO NAVIA;;337805;6301354;-70.7449318666667;-33.4151936666667
95037;Fullcarga;HACIA EL FUTURO;LOS FLAMENCOS 2122;HUECHURABA;;342924;6307818;-70.68877812;-33.35767931
95039;Fullcarga;JUMBITO  ;ENRIQUE SORO 1152;INDEPENDENCIA;;344700;6301360;-70.67080841;-33.41616304
95040;Fullcarga;JUAN FRANCISCO;GENERAL OSCAR BONILLA 01017;PUENTE ALTO;;352379;6278158;-70.59208169;-33.6264356
95042;Fullcarga;EL TOCO;CERRO LA BALLENA 272;QUILICURA;;338406;6307961;-70.73728492;-33.35572472
95047;Fullcarga;ALONSITO - ESTACION CENTRAL;LISPERGUER 3580;ESTACION CENTRAL;;343582;6296687;-70.68363515;-33.45813113
95050;Fullcarga;ANDRES - CERRO NAVIA;RIO DOURO 8214;CERRO NAVIA;;336693;6300840;-70.7569794565217;-33.419658442029
95055;Fullcarga;KRSNA COMERCIAL LTDA;SAN ANTONIO 390;SANTIAGO;;346818;6298925;-70.64844887;-33.43842369
95056;Fullcarga;JANAOS;LOS ARRAYANES 6242;LO PRADO;;339839;6298751;-70.7235364036257;-33.4389732194737
95059;Fullcarga;JOSE;SALVADOR GUTIERREZ 7906 B ;CERRO NAVIA;;337552;6301119;-70.7476926;-33.41727621
95061;Fullcarga;YAYO;LAS HIGUERAS 3094;LA FLORIDA;;354267;6290673;-70.56968548;-33.51386149
95063;Fullcarga;DONDE JULIA;MARIANO LATORRE 1461;SAN RAMON;;346754;6286856;-70.6512068421053;-33.5472280701754
95065;Fullcarga;LA RUCA;DEPARTAMENTAL 2921;LA FLORIDA;;353989;6290942;-70.57263084;-33.5114041
95073;Fullcarga;SHALOM;ARZOBISPO SUBERCASEUX 4018;ESTACION CENTRAL;;343125;6295758;-70.6887132575758;-33.4664429545454
95075;Fullcarga;MARIO  ;EL NOGAL 10997;LA PINTANA;;347518;6285005;-70.64328995;-33.56402466
95076;Fullcarga;BETO;AV. LAZO 1950;PEDRO A. CERDA;;345091;6292468;-70.6681429475552;-33.4963926550071
95080;Fullcarga;SANTA MARIA ;PASAJE GALICIA 2738;MAIPU;;334978;6291547;-70.77712499;-33.50317623
95082;Fullcarga;LA ESPINA;URUGUAY 290;LA CISTERNA;;346008;6288775;-70.658904137931;-33.5298178160919
95083;Fullcarga;LA ESPIGA DE ORO;ANGEL PIMENTEL 01352;PUENTE ALTO;;354805;6282370;-70.56467079097935;-33.58851213942699
95086;Fullcarga;EDUARDO DE LAS FLORES;CARLOS OSSANDON ESQ. PPE. DE GALES;LA REINA;;356542;6298783;-70.5433284200614;-33.440649919895
95089;Fullcarga;LA HACIENDA;CARDENAL OVIEDO 1047;PUENTE ALTO;;356356;6281253;-70.548715;-33.5990816667
95092;Fullcarga;MAIRA;BOMBERO EDMUNDO AGULLO 01879;PUENTE ALTO;;355981;6279945;-70.55296558;-33.6108234
95109;Fullcarga;KARINA - ABATE MOLINA;ABATE MOLINA 686;SANTIAGO;;344665;6296725;-70.6719795238095;-33.4579519444444
95110;Fullcarga;MARY CON JUAN;VARAS MENA 661;SAN MIGUEL;;347354;6290831;-70.644059969697;-33.511471
95111;Fullcarga;SOL DEL CIELO;JULIO CESAR 10968;LA FLORIDA;;350986;6285369;-70.6053139632547;-33.56094543926276
95112;Fullcarga;SOUVENIR;PJE. FRANCISCO DE ZUBARAN 1749;LA PINTANA;;346915;6285195;-70.649180977547;-33.5618213023852
95113;Fullcarga;IVAL;ALTO DE LIPANGUE 1573 ;SAN BERNARDO;;344767;6281205;-70.67358608;-33.59788668
95117;Fullcarga;JOSE MIGUEL;ALAMEDA 959;SANTIAGO;;346635;6298334;-70.64994863732757;-33.44344144314751
95118;Fullcarga;GABY;SAN MARTIN 3150;MAIPU;;336148;6292103;-70.7644313;-33.4983457
95119;Fullcarga;EL TOPE;CAMINO A RINCONADA 740 A;MAIPU;;335945;6290826;-70.76628584670947;-33.50953993381131
95120;Fullcarga;SAN SEBASTIAN - MAIPU;CALLE DEL REY 1581;MAIPU;;335566;6290163;-70.7710535922084;-33.5157440036347
95121;Fullcarga;MARTITA - MAIPU;NUEVA SAN MARTIN 675;MAIPU;;336146;6289126;-70.765008;-33.52518654
95122;Fullcarga;LAS ARANDELAS ;JORGE HIRMAS 2833;RENCA;;343376;6301230;-70.6850593790849;-33.4171459150327
95123;Fullcarga;SNOOPY;NUEVA HORIZONTE 688;EL BOSQUE;;344730;6283496;-70.67357565;-33.57722838
95152;Fullcarga;SAN GUILLERMO;GLORIAS NAVALES 1723;MAIPU;;335214;6287858;-70.7752686620046;-33.5364704358974
95153;Fullcarga;XD MARKET;JOAQUIN EDWARD BELLO 10831;LA PINTANA;;349373;6285331;-70.6232653703704;-33.5613475925926
95158;Fullcarga;COMERCIAL SAVAN E RM;LAS PARCELAS 2881 LOCAL 2;PENALOLEN;;355811;6295557;-70.5517100759999;-33.469637732
95160;Fullcarga;DONDE CALISTO;ERNESTO RIQUELME 518;LA CISTERNA;;345279;6287010;-70.6670602317441;-33.545628790636
95161;Fullcarga;LAS DOS PLAZAS;EL OCTANTE 0801;PUENTE ALTO;;354740;6281152;-70.5655782796637;-33.599488740684066
95162;Fullcarga;DE LAS CARTERAS;ZAPIGA 01845;LO ESPEJO;;344260;6290441;-70.67686773875306;-33.51425492422021
95163;Fullcarga;FLORES HERMANOS - LO PRADO;LOS AROMOS 1024;LO PRADO;;339825;6298738;-70.723683230335;-33.4390844626848
95172;Fullcarga;SPEEDNET;SAN MARTIN 357;QUILICURA;;338363;6306872;-70.73794643;-33.36553453
95173;Fullcarga;DIANIT;ISLA GUAITECAS 874;LAS CONDES;;357210;6301779;-70.5356747417269;-33.41383379400163
95174;Fullcarga;SPARKS;MATTA 1203;SANTIAGO;;346641;6296564;-70.6507575641026;-33.4596815384615
95179;Fullcarga;CONTINENTAL EXPRESS;SANTO DOMINGO 1160 ;SANTIAGO;;346341;6299122;-70.65354798;-33.43657478
95186;Fullcarga;EL MERCADITO;OSCAR CHANKS 4820;QUINTA NORMAL;;342062;6301151;-70.6991996296296;-33.4176598148148
95188;Fullcarga;THE MANSO BROTHERS;PARRAL 7754;LA GRANJA;;349545;6289232;-70.6207531420765;-33.5261974043716
95190;Fullcarga;TOMASITO;TENIENTE LUIS CRUZ MARTINEZ 13148;LA PINTANA;;345962;6282800;-70.6604260185185;-33.5836764814815
95201;Fullcarga;DON RENE;MARIA ANGELICA 9610-A;PUDAHUEL;;335033;6299135;-70.77513968;-33.43477679
95202;Fullcarga;EL FAROLITO - SAN BERNARDO;HUGO ARCAYA ROA 1835;SAN BERNARDO;;342330;6279446;-70.7001502;-33.6133847333333
95205;Fullcarga;EL BOLICHE;FRESIA  2201;SAN RAMON;;348307;6285823;-70.63465808;-33.55676365
95222;Fullcarga;JOSE ANDRES FARIAS LLANCA;AV. LAGUNA SUR 8534;PUDAHUEL;;337133;6296351;-70.7530653508772;-33.4602021052631
95227;Fullcarga;ANDREA;VIOLETA PARRA 1922;LA PINTANA;;350602;6282204;-70.609973963;-33.589312427
95229;Fullcarga;EL NANO;PORTO ALEGRE 12568;LA PINTANA;;347988;6283292;-70.63852052;-33.57953411
95241;Fullcarga;RAVERA;RECOLETA 5890;HUECHURABA;;347957;6306648;-70.63490146;-33.36895319
95244;Fullcarga;CASTILLO MARKET;CASTILLO 2699;SANTIAGO;;344437;6299648;-70.67393114;-33.431563
95249;Fullcarga;CIBER BAZAR JP;LAS VIOLETAS 1910;QUILICURA;;336458;6306918;-70.7578262097353;-33.3644345978018
95250;Fullcarga;PIPI;LOS GIRASOLES 491;HUECHURABA;;348046;6305763;-70.6340898970046;-33.3769450361627
95260;Fullcarga;KIOSKO;MAC IVER FRENTE AL 370;SANTIAGO;;346940;6298920;-70.64714386;-33.43848147
95261;Fullcarga;TIA TITA;SANTA ISABEL 453;SANTIAGO;;347525;6297685;-70.64049659911542;-33.44941466574911
95263;Fullcarga;KIOSKO - CERRILLOS;LO ERRAZURIZ 500;CERRILLOS;;340703;6292067;-70.71542486;-33.49935817
95264;Fullcarga;COMERCIAL RAVOL LTDA;QUEMCHI 5843;PEDRO A. CERDA;;344345;6291811;-70.6762789146853;-33.5022086034965
95265;Fullcarga;ANGELA;EL HUERTO 3690;MAIPU;;339136;6294488;-70.73185244;-33.47729581
95266;Fullcarga;BICHITOS;SAN JOSE DE LA ESTRELLA 1392;LA FLORIDA;;351315;6286160;-70.60220732;-33.55414994
95268;Fullcarga;TOPACIO;CALLE TOPACIO 10829;LA FLORIDA;;350661;6285478;-70.6093694318182;-33.5602034469697
95269;Fullcarga;JACQUELINE;SANTA PILAR 11035;LA PINTANA;;347718;6285102;-70.6411179732696;-33.5631785125286
95270;Fullcarga;EL PATO;CENTRAL 1340;EL BOSQUE;;343093;6286476;-70.69011849506664;-33.54983803888488
95272;Fullcarga;KATITA;OCHAGAVIA 13018;EL BOSQUE;;342309;6284187;-70.6995383333333;-33.570645
95273;Fullcarga;CASTILLO DE SANDY;MARTIN DE SOLIS 14221;SAN BERNARDO;;343824;6282055;-70.6835946568698;-33.5900820758232
95280;Fullcarga;INTERNET SAN LUIS LIMITADA;SAN LUIS DE MACUL 5346;PENALOLEN;;353493;6291512;-70.57788124;-33.50619118
95281;Fullcarga;CAVANET;MARIN 468;SANTIAGO;;347503;6297939;-70.6412564;-33.44741175
95283;Fullcarga;DON TITO;GUADALAJARA 8490;PUDAHUEL;;337829;6298304;-70.7452286315553;-33.4426971440904
95284;Fullcarga;LA HERRADURA;LOS TAMARINDOS 5462;LO PRADO;;341037;6298581;-70.7106743973947;-33.4406833033806
95285;Fullcarga;CINDY;MEXICO 2807;PUENTE ALTO;;354999;6282787;-70.5630913;-33.5850646
95287;Fullcarga;LA ESQUINA;JULIO MONTT SALAMANCA 6088;CONCHALI;;342676;6306722;-70.6916308828125;-33.3675292820313
95289;Fullcarga;OMAR NAVARRETE CURTI;URETA COX 211;SAN JOAQUIN;;348865;6292051;-70.62703309521876;-33.50040140622079
95290;Fullcarga;AMELIA UGARTE VERGARA;W. RENE SCHNEIDER 1585;MAIPU;;338256;6290626;-70.74201495;-33.51198707
95292;Fullcarga;KIOSKO - MAIPU;EL CONQUISTADOR 1770;MAIPU;;333139;6290194;-70.7971736871131;-33.5150926244978
95293;Fullcarga;BOTILLERIA ONUCHA;POETA DAMASO ALONSO 10882;LA PINTANA;;348581;6285341;-70.63178533;-33.56114392
95294;Fullcarga;TOMASITO DOS;AURELIO DIAZ MESA 0644;LA PINTANA;;345887;6283026;-70.66063028911776;-33.5813410250696
95295;Fullcarga;EL CHICHO;SANTA MARTA 9579;PUDAHUEL;;335543;6299554;-70.7695843041352;-33.4310783572671
95297;Fullcarga;PILAR;SIMON GONZALEZ 3873;PEDRO A. CERDA;;344140;6293921;-70.67812025;-33.48314876
95298;Fullcarga;BOTILLERIA NATY;CARLOS MARX 3180;PEDRO A. CERDA;;344488;6293562;-70.67444013;-33.48643613
95300;Fullcarga;ELY;NUREMBERG 460;SAN JOAQUIN;;347938;6292405;-70.6375066667;-33.4973683333
95301;Fullcarga;YELENA;CARLOS VALDOVINOS 1733;PEDRO A. CERDA;;345969;6294441;-70.65835549;-33.47873096
95310;Fullcarga;ALEJANDRA GLADYS CERDA VENEGAS;LUIS INFANTE CERDA 6249;ESTACION CENTRAL;;342060;6294847;-70.7003316666667;-33.474495
95312;Fullcarga;CAMILA - PUENTE ALTO;VILLARRICA 1935;PUENTE ALTO;;351403;6281456;-70.60204932;-33.59656593
95313;Fullcarga;BAZAR DE CARLOS;SANTA MARTA 1027;SAN BERNARDO;;344312;6281958;-70.6783547539683;-33.5910293700397
95314;Fullcarga;LA MOTO;ENRIQUE BUNSTER 12368;LA PINTANA;;348328;6283517;-70.63482424;-33.57755718
95317;Fullcarga;MINIMARKET NABIHA;DRAGONES DE LA REINA 635;LA REINA;;354852;6296677;-70.5624113623553;-33.4598118869572
95332;Fullcarga;LA FORTALEZA;COLOMBIA 8404;LA FLORIDA;;352683;6288811;-70.58704283;-33.53043461
95333;Fullcarga;BARON;QUILICURA 2170;CONCHALI;;343186;6305041;-70.68644179;-33.38275309
95334;Fullcarga;BELEN Y JAIN;PARAGUAY 4302;ESTACION CENTRAL;;342567;6297638;-70.69382223989727;-33.449120642726434
95335;Fullcarga;FARM ESPOZ QTA NORMAL - SAN PABLO;SAN PABLO 4102;QUINTA NORMAL;;342817;6298865;-70.69092161379886;-33.43809487439943
95336;Fullcarga;PATRICIA SILVA LEAL;LOS VILOS 6460;LA GRANJA;;348543;6289962;-70.63141344;-33.51948249
95337;Fullcarga;LI-LI;LOS HUILLES 251;COLINA;;344803;6326269;-70.6654263636363;-33.1915986363636
95342;Fullcarga;D TECNO OFFICE;AV. LIB. BERNARDO OHIGGINS 3322;ESTACION CENTRAL;;343953;6297373;-70.6795291666667;-33.4520033333333
95343;Fullcarga;BAZAR ESPERANZA;PASAJE LAS TORCAZAS 6684;CERRO NAVIA;;339925;6301549;-70.72211121;-33.41375932
95344;Fullcarga;LOS 4 M;CARDENAL RAUL SILVA ENRIQUEZ 10297;LA GRANJA;;349846;6286511;-70.61796805;-33.55077548
95350;Fullcarga;BAZAR NANY;ISTRIA 1566;CERRO NAVIA;;337602;6299993;-70.7473623684211;-33.4274357894737
95351;Fullcarga;MINIMARKET;ANTOFAGASTA 3140;SANTIAGO;;344259;6295744;-70.6765229;-33.4667288333333
95352;Fullcarga;DONDE LA LELA;EDMUNDO HALLEY LEX 2964;MACUL;;351162;6292932;-70.6021573109189;-33.4926654767849
95355;Fullcarga;RICARGO EDGAR FAURE;ALHUE 2629;PEDRO A. CERDA;;344547;6291612;-70.6741440625;-33.5040322395833
95360;Fullcarga;MAYKA;WIACONSI 8098;LO PRADO;;338492;6298616;-70.73804015;-33.43998365
95364;Fullcarga;J Y E;LA PALMILLA 3361;CONCHALI;;344999;6303635;-70.6671996581197;-33.3956945298291
95367;Fullcarga;TOYITO;PASAJE LAS ILUSIONES 1995;PEDRO A. CERDA;;344553;6291164;-70.6741541666667;-33.5080701041667
95368;Fullcarga;ALMACEN LAS 3 M;LUIS INFANTE CERDA 5923;ESTACION CENTRAL;;341206;6294609;-70.70956017;-33.47651527
95376;Fullcarga;SAN SEBASTIAN - LA PINTANA;AV LOS NARANJOS 02914;LA PINTANA;;349637;6281704;-70.6210292261905;-33.5940855952381
95377;Fullcarga;LA NANA;RAMON BARROS LUCO 0683;MAIPU;;334525;6288397;-70.7825841;-33.53150502
95399;Fullcarga;DANY;SOTOMAYOR 1392;SANTIAGO;;344396;6299919;-70.674304;-33.42926
95400;Fullcarga;EBEN EZER - PUENTE ALTO2;MAHUIDANCHE 1891;PUENTE ALTO;;351258;6281968;-70.6035183333;-33.5919316667
95402;Fullcarga;DANNY;OMBU 3102;LA PINTANA;;349918;6281640;-70.61744769375714;-33.594417746778035
95404;Fullcarga;ALMACEN CHABE;SOBERANIA 2154;QUINTA NORMAL;;340674;6300926;-70.7141659;-33.41949037
95413;Fullcarga;BAZAR NENA;GRECIA 6599;PENALOLEN;;354562;6295374;-70.56574593;-33.47151986
95414;Fullcarga;JEREMY;SERRANO 1167;PUDAHUEL;;335708;6298907;-70.76735859841556;-33.43665202829568
95415;Fullcarga;EL BICHO;SAN LUIS DE MACUL 6118;PENALOLEN;;354247;6291393;-70.569786875;-33.5073691666666
95418;Fullcarga;LA MARITIMA;JUAN BAUTISTA INOSTROZA 7677;CERRO NAVIA;;337843;6300701;-70.74463964;-33.42109409
95431;Fullcarga;EL PARRON - EL PARRON;PEDRO AGUIRRE CERDA 10672;LA REINA;;348011;6285455;-70.6379079250905;-33.5600359371321
95439;Fullcarga;IVONNE;BEAUCHEF 2821;PEDRO A. CERDA;;345503;6294272;-70.6633898401826;-33.4801869634703
95440;Fullcarga;APOLO-GULYT;QUEBRADA LO CAÑA 15032;SANTIAGO;;344563;6280965;-70.6752452788146;-33.599624140292
95450;Fullcarga;BAJO CERO;RUBLO RUSO 648;PUDAHUEL;;337597;6297523;-70.74786761;-33.44970752
95463;Fullcarga;ALMACEN ROSITA;SAN DANIEL 1225;PUDAHUEL;;337642;6299621;-70.7469984;-33.43080065
95464;Fullcarga;IVAN-JOR;PASAJE SPRINHILL 3252;SAN JOAQUIN;;348559;6293585;-70.63062824;-33.48682004
95465;Fullcarga;CARNICERIA ALEX;VARAS MENA 315;SAN JOAQUIN;;349039;6290817;-70.6259332508062;-33.5118394064499
95491;Fullcarga;CLAUDIO ELESTOR SEPULVEDA GOMEZ;RIO ITATA 774;LA PINTANA;;346447;6283738;-70.6544742133605;-33.57500312073881
95493;Fullcarga;ADELITA LEONOR TOLOZA TOLOZA;EL LINGUE 2826;LA PINTANA;;349438;6281879;-70.62257138654653;-33.59219074149723
95495;Fullcarga;MINIMERCADO 21 DE MAYO;IGNACIO CARRERA PINTO 731;LA PINTANA;;346290;6283667;-70.65618237938214;-33.5756283829303
95496;Fullcarga;GUILLERMO LOPEZ GAUNA;AV. LIB. BERNARDO OHIGGINS 949;SANTIAGO;;346647;6298280;-70.64983254734999;-33.44393061323379
95498;Fullcarga;JOHANNA;A. PACHECO ALTAMIRANO 11558;SAN BERNARDO;;341574;6285585;-70.70720748;-33.55792899
95508;Fullcarga;LA NONA;ALFREDO SALGADO 271;SAN BERNARDO;;342343;6282064;-70.69953976;-33.58979003
95511;Fullcarga;JUAN MIGUEL DE LA CRUZ TORRES;LOS CUASIMODISTAS 566;QUILICURA;;337034;6306576;-70.7522759694228;-33.368002110189
95512;Fullcarga;ALONDRITA;MANUEL RODRIGUEZ 1468;RENCA;;340019;6302774;-70.72087655;-33.40273037
95522;Fullcarga;PAZ MARIA YEOMANS LOPEZ;VICTOR MANUEL 1302;SANTIAGO;;347487;6296297;-70.6417069141914;-33.4622105940594
95523;Fullcarga;MINIMARKET FRAN Y JAVI;DEPARTAMENTAL 1568;SAN MIGUEL;;345624;6291897;-70.6625005882353;-33.5016132352941
95524;Fullcarga;INTICOM;CATEDRAL 1252;SANTIAGO;;346220;6298981;-70.65486775;-33.43782863
95526;Fullcarga;DALIA;COMPAÑÍA 1555;SANTIAGO;;345838;6298836;-70.65900348;-33.43908724
95527;Fullcarga;MINIMARKET SEBASTIAN;MARCOS PEREZ 1127;PUENTE ALTO;;352726;6278951;-70.58820937;-33.61934252
95528;Fullcarga;CIBER ALAMEDA;AV. LIB. BERNARDO OHIGGINS 3513;ESTACION CENTRAL;;343591;6297382;-70.6834229345381;-33.4518689706656
95537;Fullcarga;LA CASCADA;RAMON BARROS LUCO 758;MAIPU;;334457;6288414;-70.78274467980526;-33.531055368492815
95550;Fullcarga;BOTILLERIA EL FLACO;MANANTIALES 6498;CERRO NAVIA;;339857;6300677;-70.72299546;-33.42161203
95551;Fullcarga;ALMENDRAL;ALMENDRAL 8889;PUDAHUEL;;336696;6298656;-70.7573452889571;-33.4393546722447
95553;Fullcarga;CRISTOBAL - RENCA;TIERRA DEL FUEGO 6910;RENCA;;338230;6302991;-70.7400688722571;-33.4005049005553
95554;Fullcarga;PEDRO ENRIQUE GARRIDO HERNANDEZ;REINA MARIA 2698;INDEPENDENCIA;;344114;6302768;-70.6768634523809;-33.4033823809524
95560;Fullcarga;ALMACEN LA CHELITA;MADRID 860;EL BOSQUE;;345177;6283436;-70.6687721630663;-33.5778364532017
95563;Fullcarga;S Y S;AV. SANTA ADRIANA 6452;QUINTA NORMAL;;340456;6301628;-70.7163834368786;-33.4131239119496
95564;Fullcarga;LUIS CORTEZ NILO;TRISTAN MATTA 1698;SAN MIGUEL;;345385;6292046;-70.664500;-33.499995
95565;Fullcarga;FLORENCIA;CABILDO 3938;SAN JOAQUIN;;347953;6292948;-70.6372575010083;-33.4924740860052
95566;Fullcarga;ALMACEN TREBOL;JUANITA  0382;PUENTE ALTO;;350472;6278759;-70.6125245103234;-33.6207534181977
95567;Fullcarga;EDUVIJES DEL CARMEN RIVAS ECHEVERRIA;TOPOCALMA 5498;RENCA;;339276;6301969;-70.7290136734694;-33.4098754421769
95568;Fullcarga;ERWIN;JUAN EMILIO PACUL 1525;RENCA;;337461;6302929;-70.748352724;-33.400946506
95570;Fullcarga;CYBER;MANUEL ANTONIO MATTA 382;QUILICURA;;337625;6307232;-70.7458085;-33.3621766666667
95578;Fullcarga;TABAQUERIA;BANDERA 101;SANTIAGO;;346499;6298549;-70.6519492796676;-33.4417675182252
95580;Fullcarga;JUEGOS DE AZAR;SAN PABLO 1062;SANTIAGO;;346434;6299363;-70.6525047564029;-33.4344219555553
95581;Fullcarga;MARTA - INDEPENDENCIA;GAMERO 1832;INDEPENDENCIA;;345284;6300720;-70.66463787;-33.42201521
95591;Fullcarga;MINIMARKET IVONNE ;JARDIN ALTO 8555;LA FLORIDA;;355205;6288764;-70.55989289;-33.53120665
95594;Fullcarga;ALMACEN RODRIGO;LIRA 1020;SANTIAGO;;347917;6296978;-70.636958516421;-33.4561376217105
95846;Fullcarga;EL FABBI;PINTOR CICARELLI 479;SAN JOAQUIN;;347857;6294647;-70.63799842565429;-33.477142383672145
95849;Fullcarga;DONDE EL EZE;VOLCAN LASKAR 350;QUILICURA;;337654;6307322;-70.74491756260947;-33.36107999375082
